Date,Open,High,Low,Close,Volume
30-01-2024,154.01,155.04,152.78,153.05,26578934
31-01-2024,145.39,145.59,141.55,141.8,43908584
01-02-2024,143.69,144.62,142.26,142.71,25526855
02-02-2024,140.89,143.88,138.17,143.54,42136127
05-02-2024,144.04,146.67,143.91,144.93,29254444
06-02-2024,145.96,146.74,144.52,145.41,21517655
07-02-2024,146.12,147,145.21,146.68,21436126
08-02-2024,146.97,147.61,146.42,147.22,18241319
09-02-2024,147.95,150.7,147.43,150.22,21877693
12-02-2024,149.54,150.59,148.56,148.73,17236108
13-02-2024,146.07,148.04,145.11,146.37,18138482
14-02-2024,147.37,147.83,145.56,147.14,16651824
15-02-2024,144.46,144.76,141.88,143.94,26724305
16-02-2024,144.21,144.48,141.52,141.76,21865118
20-02-2024,140.94,143.33,140.8,142.2,18625589
21-02-2024,142.64,143.98,141.91,143.84,16499584
22-02-2024,146.12,146.2,144.01,145.32,23024707
23-02-2024,144.97,145.96,144.79,145.29,14519434
26-02-2024,143.45,143.84,138.74,138.75,33513011
27-02-2024,139.41,140.49,138.5,140.1,22363981
28-02-2024,139.1,139.28,136.64,137.43,30628702
29-02-2024,138.35,139.95,137.57,139.78,35485006
01-03-2024,139.61,140,137.98,138.08,28551525
04-03-2024,136.54,136.63,132.86,134.2,43571510
05-03-2024,132.74,134.02,131.55,133.78,28447550
06-03-2024,134.24,134.74,131.95,132.56,23175200
07-03-2024,133.89,135.82,132.66,135.24,24107282
08-03-2024,135.04,138.99,134.8,136.29,26495160
11-03-2024,137.07,139.98,137.07,138.94,22536365
12-03-2024,138.25,140.28,138.21,139.62,19019696
13-03-2024,140.06,142.19,140.01,140.77,19636999
14-03-2024,142.3,144.73,141.49,144.34,36117913
15-03-2024,143.41,144.34,141.13,142.17,41039494
18-03-2024,149.37,152.93,148.14,148.48,47676689
19-03-2024,148.98,149.62,147.01,147.92,17748367
20-03-2024,148.79,149.76,147.67,149.68,17729996
21-03-2024,150.32,151.31,148.01,148.74,19843915
22-03-2024,150.24,152.56,150.09,151.77,19252925
25-03-2024,150.95,151.46,148.8,151.15,15114728
26-03-2024,151.24,153.2,151.03,151.7,19312694
27-03-2024,152.15,152.69,150.13,151.94,16621964
28-03-2024,152,152.67,151.33,152.26,21105628
01-04-2024,151.83,157,151.65,156.5,24469815
02-04-2024,154.75,155.99,153.46,155.87,17598064
03-04-2024,154.92,156.55,154.13,156.37,17266175
04-04-2024,155.08,156.18,151.88,151.94,24184842
05-04-2024,151.68,154.84,151.08,153.94,16297319
08-04-2024,154.01,156.66,153.99,156.14,16641530
09-04-2024,157.35,159.89,156.64,158.14,21538140
10-04-2024,157.88,158.16,156.2,157.66,16339174
11-04-2024,158.34,161.12,157.93,160.79,17841703
12-04-2024,159.41,161.7,158.6,159.19,16989765
15-04-2024,160.28,160.83,156.15,156.33,21140948
16-04-2024,155.64,157.23,155.05,156,15413201
17-04-2024,157.19,158.68,156.14,156.88,16237752
18-04-2024,156.93,158.49,156.21,157.46,14016065
19-04-2024,157.75,157.99,153.91,155.72,21479881
22-04-2024,156.01,159.19,155.66,157.95,17243870
23-04-2024,158.59,160.48,157.97,159.92,16115408
24-04-2024,159.09,161.39,158.82,161.1,19485694
25-04-2024,153.36,158.28,152.77,157.95,36197789
26-04-2024,175.99,176.42,171.4,173.69,56500787
29-04-2024,170.77,171.38,167.06,167.9,35914561
30-04-2024,167.38,169.87,164.5,164.64,29420755
01-05-2024,166.18,168.81,164.9,165.57,25223245
02-05-2024,166.67,168.53,165.69,168.46,17041119
03-05-2024,169.54,169.85,164.98,168.99,22767056
06-05-2024,169.22,169.9,167.89,169.83,15147906
07-05-2024,170.12,173.47,170,172.98,21102434
08-05-2024,170.75,171.91,170.52,171.16,14569858
09-05-2024,171.15,172.44,169.93,171.58,11937704
10-05-2024,169.69,171.34,167.91,170.29,18740458
13-05-2024,165.85,170.95,165.76,170.9,19648585
14-05-2024,171.59,172.78,170.42,171.93,18729463
15-05-2024,172.3,174.05,172.03,173.88,20958245
16-05-2024,174.6,176.34,174.05,175.43,17247311
17-05-2024,175.55,177.5,174.98,177.29,16546353
20-05-2024,177.31,179.95,177.23,178.46,17495122
21-05-2024,178.4,179.82,177.31,179.54,14706021
22-05-2024,178.4,178.85,176.78,178,16189404
23-05-2024,178.78,179.91,174.54,175.06,14928363
24-05-2024,176.52,177.3,175.2,176.33,11403560
28-05-2024,175.74,178.51,175.68,178.02,15655340
29-05-2024,176.81,178.23,176.26,177.4,15023847
30-05-2024,176.69,176.69,173.23,173.56,18844036
31-05-2024,173.4,174.42,170.97,173.96,28085151
03-06-2024,173.88,175.86,172.45,174.42,20742798
04-06-2024,174.45,175.19,173.22,175.13,14066602
05-06-2024,176.54,177.97,175.29,177.07,15233861
06-06-2024,177.43,178.71,177.21,178.35,14255818
07-06-2024,178.46,179.42,175.79,175.95,14716270
10-06-2024,176.45,178.47,174.38,176.63,17122247
11-06-2024,177.72,178.39,175.44,178.19,14402401
12-06-2024,179.75,182.08,177.78,179.56,18600421
13-06-2024,177.84,178.51,176.66,176.74,15956941
14-06-2024,175.85,178.73,175.85,178.37,12361571
17-06-2024,176.98,179.92,176.49,178.78,15272864
18-06-2024,178.79,178.91,175.62,176.45,15640257
20-06-2024,176.71,178.74,176.46,177.71,16753166
21-06-2024,178.49,182.51,178.06,180.26,59728019
24-06-2024,181.28,182.08,180.23,180.79,18198282
25-06-2024,181.15,185.75,181.11,185.58,18917734
26-06-2024,184.2,185.93,183.99,185.37,13375715
27-06-2024,185.65,187.5,185.45,186.86,13025656
28-06-2024,185.72,186.58,183.33,183.42,23032362
01-07-2024,184.48,185.34,182.73,184.49,11815862
02-07-2024,183.47,186.95,183.06,186.61,12555545
03-07-2024,186.3,187.62,185.39,187.39,7409106
05-07-2024,187.32,192.26,187.32,191.96,14303361
08-07-2024,191.37,191.68,189.32,190.48,12097611
09-07-2024,191.75,192.86,190.23,190.44,10224925
10-07-2024,190.75,193.31,190.62,192.66,12052906
11-07-2024,191.34,192.41,186.82,187.3,16451981
12-07-2024,186.92,188.69,186.14,186.78,14449113
15-07-2024,186.49,189.9,186.49,188.19,12186015
16-07-2024,188.96,190.34,185.12,185.5,12760102
17-07-2024,184.68,185.23,181.62,182.62,17376563
18-07-2024,183.54,184.05,178.21,179.22,17877197
19-07-2024,180.37,181.97,178.86,179.39,14485899
22-07-2024,182.35,184.3,181.9,183.35,16303896
23-07-2024,183.84,185.22,183.33,183.6,23772602
24-07-2024,175.39,177.95,173.57,174.37,31250683
25-07-2024,174.25,175.2,169.05,169.16,28967880
26-07-2024,168.77,169.84,165.87,168.68,25150116
29-07-2024,170.5,172.16,169.72,171.13,13768931
30-07-2024,171.83,172.95,170.12,171.86,13681418
31-07-2024,174.92,175.91,171.72,173.15,15650154
01-08-2024,171.98,175.68,170.51,172.45,17177833
02-08-2024,168.19,170.21,166.39,168.4,18907773
05-08-2024,157.37,165.94,156.6,160.64,34907815
06-08-2024,160.95,162.35,158.13,160.54,36146541
07-08-2024,163.24,164.79,160.24,160.75,19334246
08-08-2024,162.34,165.5,162.03,163.84,15733612
09-08-2024,161.65,165.52,160.93,165.39,13549230
12-08-2024,166,166.7,163.55,163.95,12434969
13-08-2024,165.19,166.54,164.77,165.93,12717628
14-08-2024,164.21,164.96,159.53,162.03,22515895
15-08-2024,162.21,163.52,161.49,163.17,18392452
16-08-2024,163.41,166.95,163.08,164.74,16853137
19-08-2024,167,168.47,166.09,168.4,13100762
20-08-2024,168.74,170.41,168.66,168.96,12622523
21-08-2024,166.99,168.64,166.57,167.63,15269550
22-08-2024,169.04,169.42,165.03,165.49,19123778
23-08-2024,166.55,167.95,165.66,167.43,14281621
26-08-2024,168.16,169.38,166.32,167.93,11990305
27-08-2024,167.61,168.25,166.16,166.38,13718162
28-08-2024,166.78,167.39,163.28,164.5,15208736
29-08-2024,166.06,167.63,161.98,163.4,17133830
30-08-2024,164.22,165.28,163.41,165.11,18498777
03-09-2024,163.32,163.38,157.85,158.61,26533110
04-09-2024,158.07,160.4,157.44,157.81,17410652
05-09-2024,157.78,161.01,157.52,158.6,14139501
06-09-2024,158.69,159.22,151.94,152.13,24999062
09-09-2024,153.63,154.64,148.2,149.54,28057746
10-09-2024,151.45,152.3,149.54,150.01,20401774
11-09-2024,151.09,152.48,148.7,152.15,18991486
12-09-2024,154.81,155.61,153.5,155.54,21024062
13-09-2024,156.36,159.28,156.11,158.37,16733908
16-09-2024,158.33,159.24,157.61,158.99,14157614
17-09-2024,160.09,161.59,159.41,160.28,12064790
18-09-2024,160.85,161.63,159.66,160.81,16756450
19-09-2024,164.82,164.99,162.52,163.24,17548190
20-09-2024,164.52,164.75,163.18,164.64,46362673
23-09-2024,165.34,166.61,162.95,163.07,15648446
24-09-2024,164.25,164.55,162.03,163.64,18774056
25-09-2024,162.97,164.22,162.78,162.99,13607892
26-09-2024,165.03,165.5,163.5,163.83,18234497
27-09-2024,163.91,166.97,163.83,165.29,13604261
30-09-2024,164.78,167.36,164.64,167.19,14083451
01-10-2024,168.86,170.44,165.9,168.42,18629506
02-10-2024,167.76,168.88,166.25,167.31,12744975
03-10-2024,165.82,167.91,165.37,167.21,11004333
04-10-2024,169.34,169.55,166.96,168.56,11435318
07-10-2024,169.14,169.9,164.13,164.39,14034722
08-10-2024,165.43,166.1,164.31,165.7,11723885
09-10-2024,164.86,166.26,161.12,163.06,19666411
10-10-2024,162.11,164.31,161.64,163.18,12900492
11-10-2024,163.33,165.27,162.5,164.52,10945971
14-10-2024,164.91,167.62,164.78,166.35,9981765
15-10-2024,167.14,169.09,166.05,166.9,14829338
16-10-2024,166.03,167.28,165.22,166.74,9968474
17-10-2024,167.38,167.93,164.37,164.51,15113356
18-10-2024,164.87,166.37,164.75,165.05,13091267
21-10-2024,164.58,166.22,164.31,165.8,11384047
22-10-2024,164.7,167.47,164.67,166.82,11958617
23-10-2024,166.43,167.6,163.63,164.48,12754283
24-10-2024,164.59,165.05,162.77,164.53,12764430
25-10-2024,165.37,167.4,165.23,166.99,14566410
28-10-2024,170.59,170.61,165.79,168.34,20858254
29-10-2024,169.39,171.86,168.66,171.14,28916106
30-10-2024,182.41,183.79,175.75,176.14,49698313
31-10-2024,174.72,178.42,172.56,172.69,32801898
01-11-2024,171.54,173.82,170.31,172.65,21752859
04-11-2024,171.24,171.92,169.49,170.68,16193994
05-11-2024,170.83,172.1,170.37,171.41,12518282
06-11-2024,175.35,178.64,175.04,178.33,27061510
07-11-2024,179.11,182.58,178.89,182.28,16730407
08-11-2024,182,182.35,179.57,179.86,15021549
11-11-2024,180.07,182.09,179.99,181.97,12503422
12-11-2024,181.38,184.03,180.99,183.32,14065845
13-11-2024,182.15,182.62,180.12,180.49,13969709
14-11-2024,179.75,180.45,176.03,177.35,17925763
15-11-2024,175.64,175.88,172.75,173.89,21708870
18-11-2024,174.96,176.91,174.42,176.8,18725422
19-11-2024,175.24,180.17,175.12,179.58,15392866
20-11-2024,178.83,179.11,175.33,177.33,15729806
21-11-2024,175.46,175.58,165.31,169.24,38839431
22-11-2024,167.16,168.26,165.71,166.57,24497042
25-11-2024,167.99,170.46,167.4,169.43,21395652
26-11-2024,169.49,171.5,169.43,170.62,14937478
27-11-2024,170.68,171.14,169.67,170.82,12433371
29-11-2024,170.06,170.87,168.75,170.49,9250712
02-12-2024,170.32,173.6,170.27,172.98,16593444
03-12-2024,173.12,174.32,172.51,173.02,15721483
04-12-2024,172.78,176.43,172.75,176.09,18239842
05-12-2024,177.32,177.71,174.01,174.31,16145520
06-12-2024,173.88,176.84,173.55,176.49,13319549
09-12-2024,175.72,178.04,175.4,177.1,19887786
10-12-2024,184.54,188.03,182.67,186.53,34317438
11-12-2024,186.7,196.89,186.26,196.71,41664489
12-12-2024,196.3,196.71,193.28,193.63,25197757
13-12-2024,192.71,194.34,191.26,191.38,18883217
16-12-2024,194.37,200.64,194.11,198.16,32248640
17-12-2024,198.53,202.88,196.69,197.12,24129481
18-12-2024,196.83,198.69,189.28,190.15,27638416
19-12-2024,193.28,194.6,189.52,189.7,26981196
20-12-2024,187.01,194.14,186.37,192.96,45319703
23-12-2024,194.03,196.49,191.63,195.99,15235942
24-12-2024,196.17,197.67,195.2,197.57,6809823
26-12-2024,196.74,198.16,195.87,197.1,7918434
27-12-2024,196.47,196.8,191.97,194.04,14692994
30-12-2024,190.87,193.78,190.36,192.69,12209534
31-12-2024,192.45,193.25,189.58,190.44,14355221
